nombre_comun,vegetacion,edad,emplazamiento,pap,DAP,altura_arbol,diametro_copa,tallos,raiz,raiz_expuesta,copa,densidad_copa,vitalidad
Palma africana,Palma,Maduro,Bahia de estacionami,"3,5","1,11","5,2",8,1,Subterranea,No,Aparasolada,Medio (34 - 66%),Regular
Chiminango,Arbol,Longevo,Bahia de estacionami,0,"0,28",12,23,3,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
Palma africana,Palma,Maduro,Bahia de estacionami,"3,2","1,02","5,1",8,1,Subterranea,No,Aparasolada,Medio (34 - 66%),Regular
Palma africana,Palma,Maduro,Bahia de estacionami,"1,8","0,57","4,9",5,1,Subterranea,No,Aparasolada,Medio (34 - 66%),Sano
Palma africana,Palma,Maduro,Bahia de estacionami,"2,65","0,84","5,1","7,5",1,Subterranea,No,Aparasolada,Medio (34 - 66%),Regular
Guacimo,Arbol,Longevo,Anden,"3,2","1,02",12,17,1,Subterranea,No,Irregular,Alto (67 - 100%),Regular
"Chambimbe, Jaboncillo",Arbol,Longevo,Anden,0,"0,31","11,2",18,2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Palma africana,Palma,Maduro,Anden,"4,8","1,53","6,5","8,3",1,Subterranea,No,Aparasolada,Medio (34 - 66%),Regular
Palma africana,Palma,Maduro,Anden,"0,86","0,27","4,5",6,1,Subterranea,No,Aparasolada,Medio (34 - 66%),Sano
"Clavellino, Mariposa",Arbusto,Maduro,Anden,0,"0,05","4,5","4,2",2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Palma africana,Palma,Longevo,Anden,3,"0,95",13,10,1,Subterranea,No,Aparasolada,Medio (34 - 66%),Sano
Pino Ocarpa,Arbol,Longevo,Anden,"1,7","0,54","13,5",10,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Pino Ocarpa,Arbol,Longevo,Anden,"1,72","0,55","13,7",10,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Pino Ocarpa,Arbol,Longevo,Anden,"1,05","0,33","13,5",7,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Guayabo,Arbusto,Maduro,Anden,0,"0,08","5,4",10,3,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Algarrobo, Algarrobo pecueca, Pecueco",Arbol,Longevo,Anden,0,"0,36",13,20,2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Leucaena,Arbol,Maduro,Anden,"0,21","0,07","7,3",3,1,Subterranea,No,Irregular,Medio (34 - 66%),Sano
Palma africana,Palma,Maduro,Anden,"2,73","0,87","6,8",7,1,Subterranea,No,Aparasolada,Medio (34 - 66%),Sano
Palma africana,Palma,Maduro,Anden,"2,08","0,66","10,7",10,1,Subterranea,No,Aparasolada,Medio (34 - 66%),Sano
"Camajon, Camajon duro, Panama, Suan",Arbol,Longevo,Anden,"3,7","1,18",14,22,1,Subterranea,Si,Irregular,Alto (67 - 100%),Sano
"Chitato, Capulin, Niguito",Arbol,Maduro,Anden,"0,92","0,29",10,16,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Chambimbe, Jaboncillo",Arbol,Longevo,Anden,"0,83","0,26","13,5",12,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Chiminango,Arbol,Longevo,Anden,"1,35","0,43",13,17,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Guadua amarilla, Bambu amarillo, Bambu",Bambu,Longevo,Anden,"0,14","0,04",13,3,1,Subterranea,No,Irregular,Alto (67 - 100%),Regular
Mandarina,Arbusto,Maduro,Anden,0,"0,18","5,2",5,2,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Palma cola de pescado,Palma,Maduro,Anden,0,"0,07",8,5,6,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Palma cola de pescado,Palma,Maduro,Anden,0,"0,07",7,6,8,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Chiminango,Arbol,Longevo,Anden,0,"0,56",13,19,2,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Mango,Arbol,Longevo,Anden,"2,8","0,89",9,19,1,Subterranea,Si,Irregular,Alto (67 - 100%),Sano
Mango,Arbol,Longevo,Anden,0,"0,69",9,18,2,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
Aguacate,Arbol,Maduro,Anden,"0,7","0,22","9,2",6,1,Subterranea,Si,Irregular,Medio (34 - 66%),Sano
"Bala de canon, Macaco",Arbol,Longevo,Anden,"3,8","1,21","13,6",25,1,Subterranea,Si,Irregular,Alto (67 - 100%),Sano
Chiminango,Arbol,Longevo,Anden,0,"0,71",12,21,2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Mango,Arbol,Longevo,Anden,0,"0,47",9,18,3,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
Mango,Arbol,Maduro,Anden,"1,07","0,34","8,5",16,1,Subterranea,No,Irregular,Alto (67 - 100%),Sano
Mango,Arbol,Longevo,Anden,0,"0,36","10,4",15,2,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
"Cucharo (totocal), Uvo",Arbol,Maduro,Anden,0,"0,43","9,2",16,2,Aerea,Si,Irregular,Medio (34 - 66%),Regular
Chiminango,Arbol,Longevo,Anden,0,"0,44","12,5",26,2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Chiminango,Arbol,Longevo,Anden,0,"0,46",12,18,2,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
"Jigua, Laurel jigua",Arbol,Longevo,Anden,"1,69","0,54",12,18,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Mango,Arbol,Longevo,Anden,"1,6","0,51","11,5",18,1,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
"Saman, Genizaro",Arbol,Maduro,Anden,"0,51","0,16","4,1","10,3",1,Subterranea,No,Irregular,Medio (34 - 66%),Sano
Chiminango,Arbol,Longevo,Anden,0,"0,36","11,4",17,2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Mamoncillo,Arbol,Longevo,Anden,0,"0,3",10,"15,2",3,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Chiminango,Arbol,Longevo,Anden,0,"0,34",12,16,2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Chiminango,Arbol,Longevo,Anden,0,"0,45",11,"18,2",2,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Mango,Arbol,Longevo,Anden,"1,61","0,51",8,16,1,Subterranea,Si,Irregular,Alto (67 - 100%),Sano
"Orejero, Pinon de oreja",Arbol,Maduro,Anden,0,"0,24","8,7",10,2,Subterranea,Si,Irregular,Medio (34 - 66%),Sano
Matarraton,Arbol,Maduro,Anden,0,"0,18","10,5",11,2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Mango,Arbol,Longevo,Anden,0,"0,54",9,18,2,Subterranea,Si,Irregular,Alto (67 - 100%),Sano
Chiminango,Arbol,Longevo,Anden,0,"0,42",11,23,3,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Mango,Arbol,Maduro,Anden,"1,26","0,4",7,16,1,Subterranea,No,Irregular,Alto (67 - 100%),Sano
Madrono,Arbol,Maduro,Anden,"0,38","0,12","6,8",5,1,Subterranea,No,Irregular,Medio (34 - 66%),Sano
Cedro macho,Arbol,Longevo,Anden,"2,15","0,68",18,27,1,Subterranea,Si,Irregular,Alto (67 - 100%),Sano
Chiminango,Arbol,Longevo,Anden,0,"0,38","10,5",20,2,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Cedro macho,Arbol,Maduro,Anden,"0,73","0,23","8,4",9,1,Subterranea,No,Irregular,Medio (34 - 66%),Sano
Chiminango,Arbol,Longevo,Anden,0,"0,49",11,17,3,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Cedro macho,Arbol,Maduro,Anden,"0,43","0,14",10,9,1,Subterranea,No,Irregular,Medio (34 - 66%),Sano
Chiminango,Arbol,Longevo,Anden,0,"0,64","10,7",22,2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Chiminango,Arbol,Longevo,Anden,"1,73","0,55","10,5",19,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Chiminango,Arbol,Longevo,Anden,"1,89","0,6","10,7",20,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
"Saman, Genizaro",Arbol,Longevo,Anden,"1,1","0,35",10,17,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Gualanday,Arbol,Longevo,Anden,0,"0,26","11,2",19,2,Subterranea,Si,Irregular,Medio (34 - 66%),Sano
Palma Sancona,Palma,Longevo,Anden,"0,73","0,23",18,6,1,Subterranea,No,Aparasolada,Medio (34 - 66%),Sano
Palma Sancona,Palma,Longevo,Anden,"0,77","0,25",18,6,1,Subterranea,No,Aparasolada,Medio (34 - 66%),Sano
Aguacate,Arbol,Maduro,Anden,"0,68","0,22","7,3",5,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Palma areca,Palma,Maduro,Anden,0,"0,09","4,6",5,8,Subterranea,No,Aparasolada,Medio (34 - 66%),Sano
Palma areca,Palma,Maduro,Anden,0,"0,07","4,7",5,11,Subterranea,No,Aparasolada,Alto (67 - 100%),Sano
Palma areca,Palma,Maduro,Anden,0,"0,07","4,3",4,5,Subterranea,No,Aparasolada,Medio (34 - 66%),Sano
Mango,Arbol,Longevo,Anden,"1,42","0,45","7,5","8,3",1,Subterranea,Si,Irregular,Medio (34 - 66%),Sano
Palma areca,Palma,Maduro,Anden,0,"0,05","3,8","2,7",10,Subterranea,No,Aparasolada,Alto (67 - 100%),Sano
Palma areca,Palma,Maduro,Anden,"0,23","0,07",4,"2,3",1,Subterranea,No,Aparasolada,Bajo (0 - 33%),Regular
Palma areca,Palma,Maduro,Anden,0,"0,04","2,6",3,3,Subterranea,No,Aparasolada,Medio (34 - 66%),Sano
Aguacate,Arbol,Maduro,Anden,"0,5","0,16","7,3",6,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Palma areca,Palma,Maduro,Anden,0,"0,05","2,8",3,4,Subterranea,No,Aparasolada,Medio (34 - 66%),Sano
Palma areca,Palma,Maduro,Anden,0,"0,05","3,2",3,3,Subterranea,No,Aparasolada,Medio (34 - 66%),Sano
Maranon,Arbol,Maduro,Anden,0,"0,27",7,17,2,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Palma areca,Palma,Maduro,Anden,0,"0,06","3,5","4,4",8,Subterranea,No,Aparasolada,Medio (34 - 66%),Sano
Mango,Arbol,Maduro,Anden,0,"0,26","7,5",10,2,Subterranea,No,Irregular,Alto (67 - 100%),Regular
Mango,Arbol,Maduro,Anden,"1,39","0,44","7,7",11,1,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
Mango,Arbol,Maduro,Anden,"1,5","0,48",9,13,1,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
Arbol del pan,Arbol,Maduro,Anden,"0,62","0,2","8,7",9,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Pera de Malaca,Arbol,Longevo,Anden,"1,58","0,5",11,13,1,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
Palma africana,Palma,Maduro,Anden,"1,52","0,48","4,8",7,1,Subterranea,No,Aparasolada,Medio (34 - 66%),Regular
Pera de Malaca,Arbol,Maduro,Anden,"1,33","0,42",10,11,1,Subterranea,No,Irregular,Alto (67 - 100%),Regular
Mango,Arbol,Longevo,Anden,"1,8","0,57",11,20,1,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
Guacimo,Arbol,Longevo,Anden,0,"0,37","10,6",21,2,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Chiminango,Arbol,Longevo,Anden,"1,8","0,57",11,18,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Guayabo,Arbusto,Maduro,Anden,0,"0,1","6,7",8,2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Ceiba, Ceiba bruja, Ceiba de lana, Bonga",Arbol,Maduro,Anden,"0,6","0,19","6,8","5,3",1,Subterranea,No,Irregular,Medio (34 - 66%),Sano
Guanabano,Arbol,Maduro,Anden,"0,57","0,18",8,"6,5",1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Mango,Arbol,Longevo,Anden,0,"0,38",10,15,2,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
Mango,Arbol,Longevo,Anden,0,"0,39","11,2",21,3,Subterranea,Si,Irregular,Alto (67 - 100%),Sano
Mango,Arbol,Longevo,Anden,0,"0,34","10,1",23,2,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
Tulipan africano,Arbol,Longevo,Anden,"1,53","0,49","11,5",14,1,Subterranea,Si,Irregular,Medio (34 - 66%),Sano
Gualanday,Arbol,Longevo,Anden,"1,5","0,48",12,18,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Gualanday,Arbol,Longevo,Anden,"1,1","0,35",11,17,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Gualanday,Arbol,Longevo,Anden,"1,57","0,5","11,3","15,2",1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Mango,Arbol,Longevo,Anden,"1,47","0,47","9,1",18,1,Subterranea,Si,Irregular,Alto (67 - 100%),Sano
Mango,Arbol,Longevo,Anden,"1,64","0,52","9,2",17,1,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
"Nogal cafetero, Moho",Arbol,Longevo,Anden,"0,72","0,23","12,5",8,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Gualanday,Arbol,Longevo,Anden,"0,6","0,19","12,6",12,1,Subterranea,No,Irregular,Medio (34 - 66%),Sano
"Nogal cafetero, Moho",Arbol,Longevo,Anden,"0,98","0,31","12,5",10,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Nogal cafetero, Moho",Arbol,Longevo,Anden,"0,96","0,31","12,7",10,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Gualanday,Arbol,Longevo,Anden,0,"0,29",13,18,2,Subterranea,Si,Irregular,Medio (34 - 66%),Sano
Guamo machete,Arbol,Maduro,Anden,"0,85","0,27",9,12,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Mango,Arbol,Longevo,Anden,0,"0,29",9,17,3,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
"Nogal cafetero, Moho",Arbol,Maduro,Anden,"0,32","0,1","5,8",3,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Gualanday,Arbol,Longevo,Anden,"1,25","0,4",13,16,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
"Nogal cafetero, Moho",Arbol,Longevo,Anden,"0,83","0,26",11,12,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
"Camajon, Camajon duro, Panama, Suan",Arbol,Juvenil,Anden,"0,33","0,11",9,3,1,Subterranea,No,Irregular,Medio (34 - 66%),Sano
Gualanday,Arbol,Juvenil,Anden,"0,27","0,09","8,8",6,1,Subterranea,No,Irregular,Medio (34 - 66%),Sano
Gualanday,Arbol,Longevo,Anden,0,"0,3",13,13,2,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Gualanday,Arbol,Longevo,Anden,"1,55","0,49",13,16,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Guanabano,Arbol,Maduro,Anden,0,"0,22",10,17,2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Guanabano,Arbol,Maduro,Anden,"0,63","0,2",9,9,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Gualanday,Arbol,Longevo,Anden,1,"0,32",13,10,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Nogal cafetero, Moho",Arbol,Longevo,Anden,"0,64","0,2",12,4,1,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Gualanday,Arbol,Maduro,Anden,"0,62","0,2","11,7","4,5",1,Subterranea,No,Irregular,Medio (34 - 66%),Sano
Gualanday,Arbol,Longevo,Anden,"1,13","0,36",12,11,1,Subterranea,Si,Irregular,Medio (34 - 66%),Sano
Gualanday,Arbol,Maduro,Anden,0,"0,16",11,10,2,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Sauce Costeno, Bohio",Arbol,Maduro,Escenario depor/cult,0,"0,33",12,"9,5",2,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
"Sauce Costeno, Bohio",Arbol,Maduro,Escenario depor/cult,"2,04","0,65","12,8",9,1,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
"Sauce Costeno, Bohio",Arbol,Maduro,Escenario depor/cult,"2,3","0,73","8,8",9,1,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
"Cerezo, Mirto, Azahar",Arbusto,Maduro,Escenario depor/cult,"0,36","0,11","5,5",4,1,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Aguacate,Arbol,Maduro,Escenario depor/cult,"0,76","0,24","10,5",6,1,Subterranea,Si,Irregular,Bajo (0 - 33%),Regular
"Cerezo, Mirto, Azahar",Arbusto,Maduro,Escenario depor/cult,0,"0,06","4,3",6,2,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
"Cerezo, Mirto, Azahar",Arbusto,Maduro,Escenario depor/cult,0,"0,07","4,9","4,5",2,Subterranea,No,Globosa,Alto (67 - 100%),Regular
"Cerezo, Mirto, Azahar",Arbusto,Maduro,Escenario depor/cult,0,"0,06","5,5",4,3,Subterranea,No,Irregular,Medio (34 - 66%),Regular
"Sauce Costeno, Bohio",Arbol,Maduro,Escenario depor/cult,"1,78","0,57",14,"16,3",1,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
Aguacate,Arbol,Maduro,Escenario depor/cult,"0,82","0,26","14,3",7,1,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
"Sauce Costeno, Bohio",Arbol,Maduro,Escenario depor/cult,"2,12","0,67",12,17,1,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
"Sauce Costeno, Bohio",Arbol,Maduro,Escenario depor/cult,0,"0,51",12,16,4,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
Gualanday,Arbol,Maduro,Escenario depor/cult,"1,43","0,46",14,12,1,Subterranea,No,Globosa,Alto (67 - 100%),Regular
Limon cidra,Arbusto,Maduro,Escenario depor/cult,"0,49","0,16",6,"4,9",1,Subterranea,No,Irregular,Alto (67 - 100%),Regular
"Palma botella, Palma imperial, Mapora",Palma,Maduro,Escenario depor/cult,"0,52","0,17",8,6,1,Subterranea,No,Aparasolada,Medio (34 - 66%),Sano
Carbonero de flor roja,Arbusto,Maduro,Escenario depor/cult,0,"0,04",3,"5,5",4,Subterranea,No,Irregular,Medio (34 - 66%),Regular
Gualanday,Arbol,Maduro,Escenario depor/cult,"0,81","0,26",13,"7,5",1,Subterranea,Si,Globosa,Medio (34 - 66%),Regular
Gualanday,Arbol,Maduro,Escenario depor/cult,0,"0,31",13,12,4,Subterranea,Si,Aparasolada,Alto (67 - 100%),Regular
Gualanday,Arbol,Maduro,Escenario depor/cult,"1,11","0,35",12,8,1,Subterranea,Si,Aparasolada,Alto (67 - 100%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,"1,91","0,61",10,16,1,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
"Cachimbo, Pisamo, Bucaro",Arbol,Maduro,Escenario depor/cult,"2,5","0,8",11,15,1,Subterranea,Si,Aparasolada,Alto (67 - 100%),Regular
Mango,Arbol,Longevo,Escenario depor/cult,"3,18","1,01",10,14,1,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Castano,Arbol,Maduro,Escenario depor/cult,"0,82","0,26",10,6,1,Subterranea,No,Irregular,Bajo (0 - 33%),Regular
Castano,Arbol,Maduro,Escenario depor/cult,"0,89","0,28",10,5,1,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
"Chocho pequeno, Chocho rojo",Arbol,Maduro,Escenario depor/cult,"1,22","0,39",13,12,1,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Palma real de Cuba,Palma,Longevo,Escenario depor/cult,"1,73","0,55",8,"0,5",1,Subterranea,No,Irregular,Alto (67 - 100%),Seco
Palma real de Cuba,Palma,Maduro,Escenario depor/cult,"1,62","0,52",15,6,1,Subterranea,No,Aparasolada,Alto (67 - 100%),Regular
Palma real de Cuba,Palma,Maduro,Escenario depor/cult,"1,7","0,54",10,"0,5",1,Subterranea,No,Irregular,Bajo (0 - 33%),Seco
Mango,Arbol,Maduro,Escenario depor/cult,"1,06","0,34",10,10,1,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Palma africana,Palma,Maduro,Escenario depor/cult,"2,4","0,76",7,9,1,Subterranea,No,Aparasolada,Alto (67 - 100%),Regular
Chiminango,Arbol,Longevo,Escenario depor/cult,0,"0,64",12,20,2,Subterranea,Si,Aparasolada,Alto (67 - 100%),Regular
Gualanday,Arbol,Maduro,Escenario depor/cult,0,"0,09",10,8,2,Subterranea,No,Aparasolada,Medio (34 - 66%),Regular
"Fuscia, Liberal 20 de Julio",Arbusto,Maduro,Escenario depor/cult,0,"0,06","2,2",2,3,Subterranea,No,Globosa,Medio (34 - 66%),Regular
"Fuscia, Liberal 20 de Julio",Arbusto,Maduro,Escenario depor/cult,0,"0,05","2,2",2,4,Subterranea,No,Globosa,Medio (34 - 66%),Regular
"Huevos de caballo, Cachito, Azuceno",Arbol,Maduro,Escenario depor/cult,0,"0,07","2,3",3,6,Subterranea,No,Globosa,Alto (67 - 100%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,05","2,5","1,5",3,Subterranea,No,Globosa,Bajo (0 - 33%),Regular
"Limon swinglea, Swinglea",Arbol,Maduro,Escenario depor/cult,0,"0,04","2,5","1,5",2,Subterranea,No,Globosa,Bajo (0 - 33%),Regular
Aguacate,Arbol,Maduro,Escenario depor/cult,"0,83","0,26",9,"9,5",1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Palma de azucar,Palma,Maduro,Escenario depor/cult,"0,72","0,23",13,5,1,Subterranea,No,Aparasolada,Medio (34 - 66%),Regular
Palma areca,Palma,Maduro,Escenario depor/cult,0,"0,08","4,6",7,4,Subterranea,No,Aparasolada,Alto (67 - 100%),Regular
Palma de azucar,Palma,Maduro,Escenario depor/cult,"0,88","0,28",12,5,1,Subterranea,No,Aparasolada,Alto (67 - 100%),Regular
Chiminango,Arbol,Longevo,Escenario depor/cult,"3,04","0,97",12,22,1,Subterranea,Si,Aparasolada,Alto (67 - 100%),Regular
"No me olvides, Nogal, San joaquin",Arbol,Maduro,Escenario depor/cult,"0,75","0,24","6,8",7,1,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,0,"0,15",6,6,2,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,"1,45","0,46",10,15,1,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Aguacate,Arbol,Maduro,Escenario depor/cult,"0,33","0,11","9,33",6,1,Subterranea,No,Irregular,Alto (67 - 100%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,"1,19","0,38",9,11,1,Subterranea,No,Globosa,Alto (67 - 100%),Sano
Mango,Arbol,Maduro,Escenario depor/cult,"1,9","0,6",10,14,1,Subterranea,No,Globosa,Alto (67 - 100%),Sano
Mango,Arbol,Maduro,Escenario depor/cult,"2,01","0,64",10,13,1,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,"1,72","0,55",10,12,1,Subterranea,Si,Globosa,Alto (67 - 100%),Sano
Mango,Arbol,Maduro,Escenario depor/cult,"1,57","0,5",11,8,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Guayacan rosado,Arbol,Maduro,Escenario depor/cult,"1,01","0,32",11,8,1,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,"1,5","0,48",10,12,1,Subterranea,Si,Globosa,Alto (67 - 100%),Sano
Mango,Arbol,Maduro,Escenario depor/cult,"0,82","0,26",8,9,1,Subterranea,Si,Globosa,Alto (67 - 100%),Sano
Mango,Arbol,Maduro,Escenario depor/cult,"1,52","0,48",8,13,1,Subterranea,Si,Globosa,Alto (67 - 100%),Sano
"Ceiba de agua, Tronador, Mil pesos",Arbol,Maduro,Escenario depor/cult,"2,05","0,65",15,18,1,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Chiminango,Arbol,Maduro,Escenario depor/cult,0,"0,16",12,13,4,Subterranea,No,Irregular,Alto (67 - 100%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,1,"0,32",8,7,1,Subterranea,Si,Irregular,Alto (67 - 100%),Sano
Mango,Arbol,Maduro,Escenario depor/cult,"1,28","0,41","9,5",8,1,Subterranea,Si,Irregular,Alto (67 - 100%),Sano
Mango,Arbol,Maduro,Anden,"1,35","0,43",8,"7,5",1,Subterranea,Si,Irregular,Alto (67 - 100%),Sano
Mango,Arbol,Maduro,Escenario depor/cult,"1,67","0,53","10,3",9,1,Subterranea,Si,Irregular,Alto (67 - 100%),Sano
Mango,Arbol,Maduro,Escenario depor/cult,0,"0,37","9,8",13,3,Subterranea,No,Globosa,Alto (67 - 100%),Sano
Mango,Arbol,Maduro,Escenario depor/cult,"1,71","0,54","8,5",9,1,Subterranea,Si,Irregular,Medio (34 - 66%),Regular
Mamoncillo,Arbol,Maduro,Escenario depor/cult,"0,85","0,27","11,5",2,1,Subterranea,Si,Aparasolada,Medio (34 - 66%),Regular
Palma africana,Palma,Maduro,Escenario depor/cult,"1,92","0,61",9,"10,5",1,Subterranea,No,Aparasolada,Alto (67 - 100%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,0,"0,37",10,10,2,Subterranea,Si,Irregular,Alto (67 - 100%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,"1,1","0,35","9,5",9,1,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,"1,91","0,61","10,5",12,1,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,"1,01","0,32","9,3",8,1,Subterranea,Si,Conica,Alto (67 - 100%),Regular
Guayacan dorado,Arbol,Maduro,Escenario depor/cult,"1,15","0,37","10,8",13,1,Subterranea,Si,Aparasolada,Alto (67 - 100%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,"1,85","0,59",10,10,1,Subterranea,No,Globosa,Alto (67 - 100%),Regular
Guayacan dorado,Arbol,Maduro,Escenario depor/cult,"0,64","0,2","5,8",5,1,Subterranea,No,Aparasolada,Medio (34 - 66%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,"2,49","0,79",9,13,1,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
Mango,Arbol,Maduro,Escenario depor/cult,0,"0,29","7,5",11,2,Subterranea,Si,Globosa,Alto (67 - 100%),Regular
"Achiote, Achote",Arbusto,Maduro,Escenario depor/cult,"0,29","0,09",5,4,1,Subterranea,No,Globosa,Alto (67 - 100%),Regular
Palma de azucar,Palma,Maduro,Escenario depor/cult,"0,8","0,25",10,6,1,Subterranea,No,Aparasolada,Medio (34 - 66%),Sano
"Palma de Corozo, Chonto, Coyol, Legendaria",Palma,Maduro,Escenario depor/cult,"1,15","0,37",7,"8,5",1,Subterranea,No,Aparasolada,Alto (67 - 100%),Regular
Palma africana,Palma,Maduro,Escenario depor/cult,"1,76","0,56",16,11,1,Subterranea,No,Aparasolada,Alto (67 - 100%),Regular
Palma africana,Palma,Maduro,Escenario depor/cult,"1,57","0,5",12,"10,5",1,Subterranea,No,Aparasolada,Alto (67 - 100%),Sano
Palma africana,Palma,Maduro,Escenario depor/cult,"2,2","0,7","11,5",10,1,Subterranea,No,Aparasolada,Alto (67 - 100%),Regular
